title,description,creator,date,subject,coverage,digital collection,holding institution,source,identifier,rights,rightsstatement,media type,type,format,digitization specifications,language,date digital,cdm_url,cdmid,objectid,display_template,filename,object_location,image_small,image_thumb,errors
The Family Tree : 1948 February,"Vol. 12 No. 5, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1948-02,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4802,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,Text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1247,1247,spec_pot1247,pdf,spec_pot1247.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1247.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1247_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1247_th.jpg,
"The Family Tree : 1948, March","Vol. 12 No. 6, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1948-03,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4803,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,Text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1283,1283,spec_pot1283,pdf,spec_pot1283.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1283.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1283_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1283_th.jpg,
"The Family Tree : 1948, April","Vol. 12 No. 7, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1948-04,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4804,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,Text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1265,1265,spec_pot1265,pdf,spec_pot1265.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1265.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1265_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1265_th.jpg,
"The Family Tree : 1948, May","Vol. 12 No. 8, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1948-05,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4805,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,Text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1301,1301,spec_pot1301,pdf,spec_pot1301.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1301.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1301_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1301_th.jpg,
"The Family Tree : 1948, June","Vol. 12 No. 9, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1948-06,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4806,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,Text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1292,1292,spec_pot1292,pdf,spec_pot1292.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1292.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1292_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1292_th.jpg,
"The Family Tree : 1948, July","Vol. 12 No. 10, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1948-07,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4807,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,Text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1274,1274,spec_pot1274,pdf,spec_pot1274.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1274.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1274_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1274_th.jpg,
"The Family Tree : 1948, August","Vol. 12 No. 11, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1948-08,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4808,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,Text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1256,1256,spec_pot1256,pdf,spec_pot1256.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1256.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1256_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1256_th.jpg,
"The Family Tree : 1948, September","Vol. 12 No. 12, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1948-09,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4809,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,Text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1229,1229,spec_pot1229,pdf,spec_pot1229.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1229.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1229_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1229_th.jpg,
"The Family Tree : 1948, October","Vol. 13 No. 1, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1948-10,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4810,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,Text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1319,1319,spec_pot1319,pdf,spec_pot1319.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1319.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1319_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1319_th.jpg,
"The Family Tree : 1948, November","Vol. 13 No. 2, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1948-11,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4811,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,Text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1328,1328,spec_pot1328,pdf,spec_pot1328.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1328.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1328_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1328_th.jpg,
"The Family Tree : 1948, December","Vol. 13 No. 3, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1948-12,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4812,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,Text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1310,1310,spec_pot1310,pdf,spec_pot1310.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1310.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1310_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1310_th.jpg,
"The Family Tree : 1949, January","Vol. 13 No. 4, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1949-01,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4901,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,Text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1382,1382,spec_pot1382,pdf,spec_pot1382.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1382.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1382_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1382_th.jpg,
The Family Tree : 1949 February,"Vol. 13 No. 5, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1949-02,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4902,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,Text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1463,1463,spec_pot1463,pdf,spec_pot1463.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1463.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1463_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1463_th.jpg,
"The Family Tree : 1949, March","Vol. 13 No. 6, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1949-03,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4903,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,Text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1364,1364,spec_pot1364,pdf,spec_pot1364.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1364.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1364_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1364_th.jpg,
"The Family Tree : 1949, April","Vol. 13 No. 7, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1949-04,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4904,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,Text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1355,1355,spec_pot1355,pdf,spec_pot1355.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1355.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1355_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1355_th.jpg,
"The Family Tree : 1949, May","Vol. 13 No. 8, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1949-05,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4905,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,Text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1373,1373,spec_pot1373,pdf,spec_pot1373.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1373.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1373_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1373_th.jpg,
"The Family Tree : 1949, June","Vol. 13 No. 9, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1949-06,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4906,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,Text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1391,1391,spec_pot1391,pdf,spec_pot1391.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1391.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1391_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1391_th.jpg,
"The Family Tree : 1949, July","Vol. 13 No. 10, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1949-07,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4907,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,Text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1409,1409,spec_pot1409,pdf,spec_pot1409.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1409.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1409_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1409_th.jpg,
"The Family Tree : 1949, August","Vol. 13 No. 11, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1949-08,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4908,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,Text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1400,1400,spec_pot1400,pdf,spec_pot1400.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1400.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1400_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1400_th.jpg,
"The Family Tree : 1949, September","Vol. 13 No. 12, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1949-09,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4909,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,Text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1526,1526,spec_pot1526,pdf,spec_pot1526.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1526.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1526_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1526_th.jpg,
"The Family Tree : 1949, October","Vol. 14 No. 1, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1949-10,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4910,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,Text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1535,1535,spec_pot1535,pdf,spec_pot1535.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1535.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1535_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1535_th.jpg,
"The Family Tree : 1949, November","Vol. 14 No. 2, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1949-11,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4911,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,Text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1544,1544,spec_pot1544,pdf,spec_pot1544.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1544.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1544_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1544_th.jpg,
"The Family Tree : 1949, December","Vol. 14 No. 3, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1949-12,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4912,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,Text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1553,1553,spec_pot1553,pdf,spec_pot1553.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1553.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1553_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1553_th.jpg,
